id,survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,survey_age
6132,1,31,89,134,1,1958,1,1,1,4,4.0,1975.0,0,4,1,70.0,256,173,135,1,1,5,1,2.0,1,1,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,-1.0,-1.0,1,3,1,1,-8,1,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,0.0,3,2,-3,2,2,2,0,2.0,3,1981.0,1961.0,1981.0,6.0,1.0,1.0,0.0,6.0,-1.0,-1.0,-2,2,4,16,-2,1,1,15,3,3,3,-8,20000.0,1,1,5,5,5,5,1,1,1,1,1,1,1,1,50,50.0,50,60,50.0,50,50,50,50,6,2015,3,15,9,4,57
6133,1,10,27,50,2,1939,1,1,1,1,-1.0,-1.0,0,1,0,90.0,2,158,100,2,2,4,1,1.0,1,1,1,1,1,1,5,5,5,5,5,4,5,5,4,5,5,5,2,4,1,5.0,6.0,1,3,3,3,3,2,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,0.0,1,2,1,2,2,2,1,3.0,3,1960.0,1937.0,1960.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1912,1,1,2,1914,1,1,2,3,2,4,2,10000.0,5,5,5,5,5,5,4,5,4,4,4,4,3,2,80,80.0,70,80,80.0,70,70,70,80,0,2015,3,18,7,5,76
6134,1,16,47,79,2,1945,1,1,1,3,4.0,-2.0,3000,1,0,100.0,2,150,85,2,2,3,1,1.0,1,1,1,5,1,1,1,5,4,5,5,5,5,5,5,5,4,5,1,3,1,-1.0,-1.0,1,4,4,2,6,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,5,2,1,2,2,2,1,0.0,3,-2.0,1943.0,-2.0,1.0,1.0,1.0,3000.0,3.0,-1.0,-1.0,-2,-8,1,-8,-2,1,1,-8,3,2,3,2,-2.0,5,4,3,3,5,-8,-8,-8,-8,-8,-8,-8,-8,4,80,80.0,80,80,80.0,80,80,80,80,4,2015,3,17,7,4,70
6135,1,19,56,90,2,1957,1,1,1,3,2.0,-1.0,15000,1,0,81.0,2,163,125,4,5,4,1,2.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,2,2,1,6.0,6.0,1,2,4,5,6,5,1,3.0,20.0,1.0,3.0,1,2,2,2,40000.0,2,2,1,2,2,1,0,0.0,3,1978.0,1957.0,1978.0,6.0,4.0,1.0,24000.0,1.0,5.0,1.0,-2,1,1,2,-2,1,1,2,3,3,3,3,36000.0,4,4,4,4,5,3,3,3,3,2,2,3,1,4,80,40.0,60,60,60.0,30,40,60,70,4,2015,3,18,7,5,58
6136,1,21,64,101,2,1945,1,1,1,1,-1.0,-1.0,12000,1,0,40.0,10,155,100,4,4,4,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,4,5,5,5,5,5,3,4,1,1.0,6.0,2,4,2,1,2,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,12000.0,1,2,1,2,2,2,0,0.0,7,1967.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,4,2,30000.0,5,4,4,4,5,-8,4,4,4,-8,-8,-8,2,4,80,85.0,80,80,80.0,80,80,80,80,2,2015,3,19,7,5,70
6137,2,2,4,11,1,1944,1,1,1,3,2.0,-1.0,0,1,0,180.0,2,160,125,4,4,3,1,1.0,1,1,1,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,2,4,2,7.0,7.0,1,2,1,4,1,4,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,5000.0,4,2,1,2,2,2,3,0.0,7,1962.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,3,3,100000.0,4,4,4,4,4,4,2,2,2,2,2,2,1,5,100,100.0,100,100,100.0,100,100,100,100,3,2015,3,18,7,5,71
6138,1,27,78,118,1,1942,1,1,1,6,4.0,1960.0,36000,1,0,69.0,8,165,130,4,5,5,2,3.0,2,1,1,5,1,1,2,5,3,2,5,4,4,5,3,5,5,5,2,3,1,7.0,6.0,1,4,5,5,5,4,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,168000.0,5,3,1,2,2,1,1,0.0,3,1970.0,1940.0,1970.0,10.0,1.0,2.0,36000.0,5.0,-1.0,-1.0,-2,1,1,1,-2,1,1,15,2,2,4,2,36000.0,3,2,3,2,5,4,4,4,3,3,3,3,2,2,60,80.0,80,80,80.0,80,80,80,80,0,2015,3,19,8,5,73
6139,2,9,23,45,1,1962,1,1,1,1,-1.0,-1.0,20000,1,0,200.0,2,163,110,3,4,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,1,5,5,5,5,2,5,1,7.0,7.0,1,1,5,5,5,5,3,-1.0,-1.0,-1.0,-1.0,1,1,1,2,40000.0,7,3,1,2,2,1,2,0.0,3,1986.0,1965.0,1986.0,3.0,1.0,1.0,0.0,6.0,-1.0,-1.0,1936,1,1,2,1943,1,1,2,3,2,-8,2,20000.0,1,1,1,1,3,-8,2,-8,-8,-8,-8,-8,1,3,80,90.0,90,100,80.0,60,90,0,0,3,2015,3,13,7,3,53
6140,1,4,7,22,1,1949,1,1,1,3,4.0,1959.0,24000,1,0,137.0,2,153,130,4,2,5,4,1.0,1,1,2,5,1,1,1,5,4,5,5,5,5,5,1,5,5,5,1,4,1,-1.0,-1.0,1,3,3,2,1,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,46000.0,3,3,3,2,2,1,1,0.0,3,1973.0,1947.0,1973.0,4.0,1.0,4.0,21600.0,4.0,-1.0,-1.0,1928,1,1,2,1928,1,1,2,2,2,4,2,24000.0,2,2,2,2,4,2,2,2,2,2,2,2,1,3,80,50.0,50,50,60.0,70,80,50,50,1,2015,3,15,9,4,66
6141,1,1,1,8,1,1969,1,1,1,11,4.0,1993.0,72000,1,0,119.0,6,172,140,4,4,4,2,3.0,2,3,4,2,5,4,4,3,3,4,4,4,4,3,4,4,5,1,1,2,2,-1.0,-1.0,3,4,7,5,7,5,1,3.0,20.0,1.0,3.0,1,1,2,1,144000.0,3,2,1,2,2,1,0,1.0,3,1999.0,1968.0,1999.0,10.0,1.0,2.0,72000.0,1.0,3.0,1.0,1945,4,1,1,1948,7,1,1,3,2,3,3,10000.0,4,4,3,3,4,4,3,4,3,3,3,2,1,3,40,40.0,50,40,50.0,50,60,60,60,3,2015,3,9,9,2,46
6142,1,22,67,107,2,1990,1,1,3,12,4.0,2012.0,30000,4,1,120.0,2,158,105,5,4,4,2,1.0,3,2,1,3,4,4,1,3,4,3,4,3,3,2,3,5,5,2,2,4,3,5.0,3.0,2,4,5,4,6,4,1,3.0,3.0,1.0,3.0,1,1,2,2,100000.0,2,4,1,2,2,0,0,0.0,3,2015.0,1988.0,2015.0,12.0,4.0,1.0,60000.0,1.0,3.0,1.0,1966,6,1,1,1971,4,1,15,2,1,5,2,300000.0,4,3,3,3,5,4,3,4,3,3,-8,4,3,2,70,65.0,80,80,85.0,85,80,75,90,2,2015,3,20,7,5,25
6143,2,17,49,82,2,1967,1,1,1,3,4.0,-2.0,2250,1,0,380.0,4,165,140,3,3,4,1,1.0,1,1,1,4,1,1,1,5,2,5,5,4,5,2,2,5,2,5,4,5,1,1.0,7.0,1,1,5,2,6,1,3,-1.0,-1.0,-1.0,-1.0,1,1,-1,-1,15000.0,4,2,2,1,2,1,1,1.0,3,-2.0,1968.0,-2.0,4.0,1.0,1.0,5000.0,2.0,-1.0,-1.0,-2,-8,1,2,-3,3,1,2,2,2,4,2,-2.0,5,3,3,3,5,3,1,5,3,4,-8,-8,1,5,80,80.0,85,90,40.0,10,0,0,0,0,2015,3,17,7,4,48
6144,1,21,64,102,1,1959,1,1,1,4,4.0,1975.0,10000,1,0,90.0,6,167,128,3,3,3,4,1.0,1,1,1,3,1,1,2,5,5,5,5,4,4,5,3,5,4,5,2,3,1,3.0,3.0,2,2,4,6,3,3,4,-1.0,-1.0,-1.0,-1.0,2,2,2,2,20000.0,1,3,1,2,2,1,0,0.0,3,1982.0,1959.0,1982.0,4.0,1.0,1.0,10000.0,4.0,-1.0,-1.0,-2,14,1,2,-2,1,1,15,2,2,4,3,15000.0,4,2,-8,-8,4,3,4,4,3,-8,-8,-8,2,2,60,60.0,60,60,60.0,50,50,60,60,5,2015,3,19,7,5,56
6145,1,10,26,48,2,1970,1,1,1,4,4.0,-2.0,18000,1,0,50.0,256,160,90,5,5,4,2,2.0,1,2,1,5,4,2,2,4,3,4,4,3,3,5,4,5,5,1,4,3,2,4.0,3.0,2,3,4,8,5,5,1,3.0,-2.0,1.0,3.0,1,2,2,2,18000.0,2,2,1,2,2,1,0,1.0,6,1995.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,3,4,3,30000.0,4,3,2,2,5,4,3,4,3,4,-8,-8,2,3,80,70.0,60,70,50.0,60,50,60,70,3,2015,3,15,7,4,45
6146,1,22,67,107,1,1990,-8,1,1,12,4.0,2012.0,36000,1,0,80.0,2,170,120,4,5,4,5,1.0,1,1,1,2,5,1,2,5,5,2,5,4,3,2,5,5,5,1,5,2,3,2.0,2.0,2,3,5,4,5,4,1,3.0,3.0,1.0,3.0,1,1,2,2,36000.0,1,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,11,1,2,-2,4,1,2,2,2,3,2,60000.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,70,70.0,70,70,70.0,70,70,70,70,4,2015,3,12,7,3,25
6147,1,22,66,105,2,1936,1,1,1,3,4.0,1952.0,0,1,0,50.0,4,148,72,2,2,3,2,1.0,1,1,1,3,1,1,2,5,2,5,5,4,2,5,5,5,5,5,2,3,1,3.0,6.0,1,4,3,2,3,2,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,24000.0,2,2,1,2,2,2,3,0.0,3,1952.0,1933.0,1952.0,6.0,4.0,2.0,24000.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,3,4,2,30000.0,4,3,3,3,4,3,3,3,3,3,-8,4,2,3,70,60.0,60,60,70.0,60,60,60,70,5,2015,3,11,7,2,79
6148,2,5,8,23,1,1983,3,0,4,12,4.0,2007.0,120000,1,0,75.0,256,175,70,4,4,4,2,2.0,4,4,3,4,4,1,2,3,4,3,4,4,3,3,3,4,5,2,3,3,2,7.0,6.0,2,4,3,3,6,3,1,3.0,8.0,1.0,3.0,1,1,1,2,120000.0,1,3,1,2,4,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1952,3,1,5,1952,4,1,-8,2,2,4,2,1000000.0,2,2,2,2,4,4,3,4,2,2,4,-8,2,2,80,50.0,40,50,70.0,50,80,80,50,6,2015,3,9,8,2,32
6149,2,19,57,92,2,1968,1,1,3,6,4.0,-2.0,200000,4,1,360.0,2,156,120,4,4,4,1,1.0,4,4,3,5,4,3,4,2,3,4,3,3,4,3,3,3,2,3,5,4,3,3.0,3.0,4,4,7,7,7,7,3,-1.0,-1.0,-1.0,-1.0,1,1,2,1,250000.0,2,4,1,2,2,1,0,0.0,3,1990.0,1965.0,1990.0,6.0,1.0,1.0,-3.0,3.0,-1.0,-1.0,1943,3,1,2,1948,3,1,2,1,2,3,2,300000.0,4,3,2,3,3,4,3,3,2,3,3,2,3,4,80,80.0,75,70,75.0,85,70,75,80,6,2015,3,10,7,2,47
6150,1,23,68,108,2,1985,1,-8,2,12,4.0,2012.0,3000,1,0,70.0,256,157,120,5,5,5,1,1.0,1,3,1,3,3,1,2,3,4,5,5,4,3,3,3,5,5,4,3,3,3,1.0,1.0,1,4,-8,-8,-8,-8,6,-1.0,-1.0,-1.0,-1.0,2,2,2,2,3000.0,3,2,-1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1963,3,1,2,1966,3,1,2,3,2,3,2,10000.0,4,4,4,4,4,4,3,4,1,4,4,4,1,3,90,90.0,90,90,90.0,90,89,87,56,6,2015,4,13,10,3,30
6151,1,4,7,18,1,1949,1,1,1,7,4.0,1965.0,40000,1,0,63.0,2,176,170,5,5,5,5,1.0,4,4,4,5,2,1,4,4,3,2,2,3,3,3,1,4,5,4,3,3,3,5.0,5.0,2,4,5,5,4,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,70000.0,3,3,1,2,2,1,0,1.0,3,1977.0,1952.0,1977.0,7.0,1.0,5.0,30000.0,5.0,-1.0,-1.0,1927,2,1,2,1930,1,1,2,2,2,4,3,80000.0,4,3,3,3,5,5,3,4,3,4,4,4,3,4,100,100.0,100,100,100.0,100,100,100,100,5,2015,4,20,10,5,66
6152,2,31,86,129,1,1985,1,0,4,4,4.0,2001.0,0,1,0,20.0,16,170,130,3,3,-8,1,1.0,1,1,1,5,1,1,1,5,4,5,5,5,5,2,5,5,5,5,3,3,1,5.0,5.0,1,-8,3,3,6,3,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,10000.0,3,2,1,2,2,0,1,1.0,3,2005.0,1983.0,2005.0,4.0,2.0,1.0,0.0,4.0,-1.0,-1.0,-2,-8,-8,2,-2,-8,1,2,-8,-8,3,3,50000.0,3,1,3,2,3,3,3,3,1,2,2,2,1,3,80,70.0,60,80,60.0,40,30,40,20,1,2015,3,10,8,2,30
6153,2,9,23,45,2,1953,1,0,1,3,3.0,-1.0,1500,1,0,180.0,2,150,110,2,2,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,5,5,5,5,5,5,2,2,1,7.0,7.0,2,4,5,7,8,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,1,-2.0,2,2,1,2,2,2,1,0.0,7,1972.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,-8,-8,2,-2,3,1,2,3,2,4,2,10000.0,3,3,5,3,4,-8,-8,-8,4,-8,-8,-8,1,5,90,90.0,95,90,90.0,90,100,85,80,4,2015,3,15,7,4,62
6154,1,6,13,29,2,1979,1,1,1,3,3.0,-1.0,-1,1,0,110.0,4,160,100,3,3,3,1,1.0,3,2,3,4,3,2,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,1.0,3.0,2,3,3,2,4,2,6,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,3,3,1,2,2,2,0,2.0,3,2000.0,1979.0,2000.0,3.0,1.0,1.0,100000.0,1.0,4.0,1.0,1955,1,1,2,1956,1,1,2,2,1,3,2,150000.0,5,5,5,5,5,5,3,4,3,3,-8,3,3,4,70,75.0,70,70,70.0,80,70,70,70,2,2015,3,8,8,2,36
6155,2,29,82,124,1,1968,1,1,1,4,4.0,-2.0,20000,1,0,80.0,2,178,140,4,3,3,1,1.0,1,1,1,4,1,1,1,4,4,5,5,4,4,5,5,5,5,5,3,1,1,4.0,6.0,1,3,4,2,4,2,1,3.0,-2.0,1.0,3.0,1,1,2,2,40000.0,2,3,1,2,2,1,0,0.0,3,1990.0,1968.0,1990.0,3.0,1.0,1.0,20000.0,1.0,3.0,1.0,1942,4,1,2,1944,1,1,2,2,1,4,2,40000.0,4,3,4,3,4,3,3,4,3,-8,-8,-8,2,3,76,75.0,35,86,64.0,76,76,45,79,3,2015,3,12,7,3,47
6156,1,16,46,77,1,1969,1,1,1,13,4.0,1994.0,90000,4,1,120.0,4,172,145,4,4,4,2,2.0,3,3,2,4,4,2,3,5,4,3,5,3,3,2,1,4,5,2,3,3,4,7.0,5.0,2,2,5,7,6,5,1,3.0,24.0,1.0,2.0,1,1,2,2,120000.0,3,4,1,1,2,0,1,0.0,3,1992.0,1970.0,1992.0,10.0,1.0,2.0,30000.0,1.0,3.0,1.0,1948,12,4,1,1950,6,1,2,1,3,4,3,300000.0,4,3,4,4,5,4,3,4,3,4,-8,3,2,2,70,60.0,60,60,50.0,60,60,70,70,0,2015,3,8,7,2,46
6157,2,6,16,32,1,1970,1,1,1,4,4.0,-2.0,20000,1,0,150.0,22,168,125,4,4,4,1,1.0,2,2,2,3,1,1,2,3,3,5,5,3,3,4,5,5,5,5,2,2,2,5.0,5.0,2,4,4,2,6,1,1,3.0,20.0,2.0,3.0,2,1,2,2,35000.0,6,2,1,2,2,2,0,2.0,3,2003.0,1974.0,2003.0,4.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,1941,3,1,2,1939,1,1,2,2,2,4,3,50000.0,3,3,3,3,3,3,3,5,4,2,-8,-8,2,5,80,80.0,80,80,80.0,80,80,80,80,2,2015,3,9,8,2,45
6158,1,5,11,27,1,1984,1,1,1,4,2.0,-2.0,20000,1,0,100.0,256,170,118,4,4,4,2,3.0,1,1,1,1,3,1,5,5,4,5,5,4,4,3,4,5,5,2,2,1,1,6.0,6.0,1,4,4,2,6,2,1,6.0,2.0,1.0,1.0,1,1,2,2,20000.0,6,3,1,2,2,0,0,0.0,3,1997.0,1986.0,1997.0,4.0,1.0,2.0,-3.0,1.0,2.0,1.0,-2,1,1,2,-2,-8,1,-8,2,1,3,2,1000000.0,3,2,3,3,4,4,3,3,3,3,3,3,2,5,40,40.0,40,50,50.0,50,50,50,50,1,2015,3,9,7,2,31
6159,2,11,31,54,2,1943,1,1,1,1,-1.0,-1.0,2000,1,0,200.0,2,160,110,2,2,4,1,1.0,1,1,2,4,1,1,1,5,4,5,5,4,4,3,5,5,2,5,3,4,2,1.0,5.0,6,4,2,3,3,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-2.0,1,2,1,2,2,1,3,0.0,7,1967.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,9,-2,1,1,16,2,2,4,-8,-2.0,4,3,3,3,4,-8,3,-8,2,-8,-8,-8,1,5,80,100.0,80,100,80.0,100,100,50,70,6,2015,3,10,7,2,72
6160,1,15,42,73,2,1969,1,1,1,3,4.0,1981.0,25000,1,0,84.0,6,165,110,5,4,5,2,1.0,1,1,1,5,1,1,1,5,2,5,5,4,5,5,5,5,5,5,3,3,1,5.0,7.0,1,4,5,5,5,5,1,3.0,15.0,1.0,3.0,1,1,2,2,60000.0,1,3,1,2,2,0,1,0.0,3,1994.0,1970.0,1994.0,4.0,1.0,2.0,35000.0,1.0,3.0,1.0,-2,1,1,2,1934,1,1,2,2,2,3,2,35000.0,4,4,-8,-8,3,3,-8,3,3,-8,-8,-8,3,2,60,60.0,-2,-2,58.0,60,60,-2,58,0,2015,3,11,7,2,46
6161,2,18,53,87,2,1946,1,1,1,1,-1.0,-1.0,0,1,0,90.0,8,150,90,4,4,4,1,1.0,1,1,1,4,5,1,2,5,3,1,1,3,5,5,5,5,5,5,5,4,1,1.0,1.0,3,4,5,4,6,4,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,5000.0,4,3,1,2,2,1,4,0.0,3,1968.0,1949.0,1968.0,1.0,1.0,1.0,0.0,3.0,-1.0,-1.0,1928,1,1,2,1929,1,1,2,2,1,4,3,20000.0,5,4,4,4,5,-8,3,3,3,3,3,3,2,5,80,60.0,70,75,78.0,80,70,68,70,2,2015,3,13,7,3,69
6162,1,17,50,83,2,1956,1,1,1,6,4.0,1975.0,0,1,0,100.0,8,157,118,3,4,3,4,1.0,1,1,1,3,1,1,1,5,2,4,4,4,4,4,1,5,3,5,2,3,1,5.0,6.0,1,4,5,4,6,4,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,16000.0,4,2,2,2,2,2,0,0.0,3,1980.0,1957.0,1980.0,3.0,1.0,2.0,0.0,5.0,-1.0,-1.0,-2,1,4,3,-2,1,1,2,3,3,-8,-8,14400.0,5,4,4,4,4,4,3,4,3,-8,-8,-8,2,4,90,90.0,90,90,90.0,90,92,92,90,3,2015,3,18,7,5,59
6163,2,2,2,9,1,1996,8,1,1,6,4.0,2015.0,-1,2,0,300.0,16,180,124,5,5,4,1,1.0,3,3,3,5,5,3,3,3,5,2,2,2,4,2,2,5,3,1,3,4,3,2.0,1.0,4,3,5,4,8,5,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,-2.0,2,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1966,6,1,5,1969,4,1,3,2,1,4,-8,-2.0,5,4,3,3,5,-8,4,5,3,3,-8,3,3,5,90,80.0,90,80,90.0,90,90,80,90,3,2015,3,10,7,2,19
6164,2,9,22,44,2,1975,1,1,1,1,-1.0,-1.0,0,1,0,60.0,128,158,140,5,4,3,1,1.0,1,1,1,3,1,1,2,5,4,5,5,5,5,5,5,5,5,5,4,3,1,2.0,6.0,6,2,5,4,6,2,6,-1.0,-1.0,-1.0,-1.0,2,2,2,2,20000.0,3,2,1,2,2,1,1,2.0,3,1997.0,1978.0,1997.0,1.0,1.0,1.0,20000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,4,2,50000.0,5,5,4,4,4,4,3,4,4,3,3,3,2,4,70,80.0,80,80,80.0,80,80,70,70,0,2015,3,9,7,2,40
6165,1,19,57,92,1,1992,1,1,1,10,4.0,2014.0,-2,1,0,120.0,16,178,152,4,4,4,5,1.0,1,1,2,4,5,1,2,2,4,5,4,4,3,4,2,5,5,1,1,4,2,-1.0,-1.0,1,4,6,7,7,7,1,3.0,1.0,1.0,2.0,1,1,2,2,-3.0,3,3,1,1,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1965,6,1,17,1968,6,1,-8,2,2,4,2,200000.0,2,2,-8,-8,4,4,4,4,2,-8,-8,-8,2,1,70,75.0,70,85,80.0,80,90,90,90,4,2015,3,18,7,5,23
6166,2,23,68,108,2,1951,1,1,1,1,-1.0,-1.0,960,1,0,135.0,8,153,110,4,3,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,4,5,5,5,5,5,5,3,5,1,2.0,7.0,2,4,5,2,8,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,30000.0,5,3,1,2,2,1,2,0.0,7,1965.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1910,2,1,2,1913,1,1,2,2,1,4,2,1800.0,4,3,4,3,5,3,2,3,3,4,2,2,1,5,70,90.0,70,90,60.0,65,80,70,80,4,2015,3,6,7,1,64
6167,2,11,30,53,2,1945,1,0,3,3,2.0,-1.0,780,1,0,100.0,8,160,105,5,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,-8,5,1,5,5,5,5,4,1,1.0,-8.0,1,2,2,1,2,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,60000.0,1,2,1,2,2,1,1,0.0,7,1963.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1920,1,1,2,1922,1,1,2,2,3,5,-8,3000.0,5,4,3,3,5,-8,3,4,3,-8,-8,-8,1,5,90,90.0,80,85,85.0,90,85,85,85,2,2015,3,10,7,2,70
6168,1,7,18,36,1,1959,1,1,1,3,4.0,1972.0,24000,1,0,60.0,2,172,130,4,4,4,2,1.0,3,2,3,3,1,1,2,5,5,3,5,4,4,5,4,5,5,5,3,3,2,6.0,5.0,6,4,2,3,2,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,24000.0,1,3,1,2,2,1,0,0.0,7,1983.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,3,3,40000.0,3,2,3,3,4,4,3,4,3,3,-8,3,3,3,90,80.0,60,60,55.0,60,70,80,70,5,2015,3,15,8,4,56
6169,1,27,80,120,2,1963,1,1,1,4,4.0,1979.0,12000,1,0,30.0,16,170,132,4,4,4,1,1.0,1,1,1,5,4,1,1,5,4,4,4,4,4,1,5,5,4,2,3,3,2,2.0,5.0,1,1,1,1,1,1,1,5.0,4.0,1.0,3.0,2,2,2,2,12000.0,1,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1928,3,1,2,1929,3,1,2,3,2,4,3,50000.0,4,4,4,4,4,2,1,3,2,2,2,3,1,3,80,80.0,70,70,80.0,60,80,80,90,3,2015,3,17,7,4,52
6170,1,26,75,115,2,1986,1,1,1,11,4.0,2010.0,50000,4,1,70.0,2,165,140,4,4,4,2,3.0,1,2,1,5,5,5,1,3,2,5,5,3,3,3,2,5,4,2,2,3,3,7.0,2.0,1,2,4,2,9,1,1,3.0,5.0,1.0,3.0,1,2,2,2,100000.0,3,2,1,1,2,0,1,1.0,3,2011.0,1975.0,2011.0,12.0,4.0,2.0,50000.0,1.0,3.0,1.0,1956,11,4,11,1960,6,4,11,2,2,3,3,400000.0,1,1,1,1,2,2,2,1,1,1,1,4,1,4,50,80.0,50,50,30.0,50,60,60,60,4,2015,3,20,8,5,29
6171,2,6,16,32,1,1938,1,1,1,3,4.0,-2.0,2000,1,0,30.0,2,162,100,3,4,4,1,1.0,1,1,1,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,2,2,1,6.0,6.0,1,4,2,1,1,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,2000.0,1,1,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,3,4,3,-2.0,4,4,4,4,4,4,3,4,3,-8,-8,-8,1,5,60,70.0,-2,70,50.0,60,60,-2,80,2,2015,3,10,8,2,77
6172,2,22,67,107,2,1979,8,1,1,1,-1.0,-1.0,4000,1,0,90.0,128,148,97,4,5,4,1,1.0,1,1,1,5,1,1,1,1,3,5,1,4,5,1,5,5,5,5,3,2,1,1.0,6.0,2,4,3,2,4,3,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,8000.0,4,2,1,2,2,1,1,2.0,3,1999.0,1972.0,1999.0,3.0,1.0,1.0,4000.0,3.0,-1.0,-1.0,-2,1,1,3,-2,1,1,3,3,2,5,2,10000.0,3,3,2,4,5,4,2,4,4,4,-8,4,1,4,80,80.0,80,80,80.0,80,80,80,80,1,2015,3,10,7,2,36
